time,Open,High,Low,Close,Volume,ema_20,ema_50,ema_200,rsi,BBL_20_2.0,BBM_20_2.0,BBU_20_2.0,BBB_20_2.0,BBP_20_2.0,atr,obv,PP,R1,R2,R3,S1,S2,S3
2023-12-29 22:00:00,1.62104,1.6384,1.6129,1.629,520129,,,,,,,,,,,520129.0,1.6267666666666667,1.6406333333333334,1.6522666666666668,1.6777666666666669,1.6151333333333333,1.6012666666666666,1.5757666666666665
2024-01-05 22:00:00,1.63,1.64605,1.62624,1.63786,600267,,,,,,,,,,,1120396.0,1.6367166666666666,1.6471933333333333,1.6565266666666667,1.6763366666666668,1.6273833333333332,1.6169066666666665,1.5970966666666664
2024-01-12 22:00:00,1.63736,1.66759,1.63542,1.65173,623903,,,,,,,,,,,1744299.0,1.65158,1.66774,1.6837499999999999,1.7159199999999997,1.6355700000000002,1.6194100000000002,1.5872400000000004
2024-01-19 22:00:00,1.65203,1.65716,1.64296,1.65067,619385,,,,,,,,,,,1124914.0,1.6502633333333332,1.6575666666666664,1.6644633333333332,1.6786633333333332,1.6433666666666664,1.6360633333333332,1.6218633333333332
2024-01-26 22:00:00,1.6498,1.6606,1.63506,1.65648,675175,,,,,,,,,,,1800089.0,1.6507133333333333,1.6663666666666666,1.6762533333333334,1.7017933333333335,1.6408266666666664,1.6251733333333331,1.599633333333333
2024-02-02 22:00:00,1.65665,1.66114,1.64578,1.65328,551228,,,,,,,,,,,1248861.0,1.6534000000000002,1.6610200000000004,1.6687600000000002,1.6841200000000003,1.6456600000000003,1.6380400000000002,1.6226800000000001
2024-02-09 22:00:00,1.65361,1.66119,1.64771,1.64994,504343,,,,,,,,,,,744518.0,1.6529466666666668,1.6581833333333336,1.6664266666666667,1.6799066666666667,1.6447033333333336,1.6394666666666668,1.625986666666667
2024-02-16 22:00:00,1.65027,1.65384,1.6452,1.64855,518720,,,,,,,,,,,225798.0,1.6491966666666666,1.6531933333333333,1.6578366666666666,1.6664766666666666,1.6445533333333333,1.6405566666666667,1.6319166666666667
2024-02-23 22:00:00,1.64978,1.66982,1.64768,1.66101,581595,,,,,,,,,,,807393.0,1.6595033333333333,1.6713266666666666,1.6816433333333334,1.7037833333333334,1.6491866666666666,1.6373633333333333,1.6152233333333332
2024-03-01 22:00:00,1.66074,1.67444,1.6441,1.65102,641557,,,,,,,,,,,165836.0,1.6565199999999998,1.6689399999999996,1.6868599999999998,1.7171999999999998,1.6385999999999996,1.6261799999999997,1.5958399999999997
2024-03-08 22:00:00,1.65092,1.66108,1.64816,1.65974,588774,,,,,,,,,,,754610.0,1.6563266666666667,1.6644933333333334,1.6692466666666665,1.6821666666666664,1.6515733333333336,1.643406666666667,1.630486666666667
2024-03-15 21:00:00,1.65983,1.66803,1.64776,1.65896,562230,,,,,,,,,,,192380.0,1.65825,1.6687400000000001,1.67852,1.69879,1.64847,1.63798,1.61771
2024-03-22 21:00:00,1.65929,1.6625,1.65272,1.65554,488801,,,,,,,,,,,-296421.0,1.6569200000000002,1.6611200000000004,1.6667000000000003,1.6764800000000004,1.6513400000000003,1.64714,1.63736
2024-03-29 21:00:00,1.65503,1.65726,1.64142,1.64704,522217,,,,,,,,,,,-818638.0,1.6485733333333332,1.6557266666666663,1.664413333333333,1.680253333333333,1.6398866666666665,1.6327333333333334,1.6168933333333335
