time,Open,High,Low,Close,Volume,ema_20,ema_50,ema_200,rsi,MACD_24_48_18,MACDh_24_48_18,MACDs_24_48_18,BBL_20_2.0,BBM_20_2.0,BBU_20_2.0,BBB_20_2.0,BBP_20_2.0,atr,obv,PP,R1,R2,R3,S1,S2,S3
2024-01-05 00:00:00,0.62306,0.62406,0.62294,0.62363,2154,,,,,,,,,,,,,,2154.0,0.6235433333333332,0.6241466666666664,0.6246633333333331,0.625783333333333,0.6230266666666665,0.6224233333333333,0.6213033333333334
2024-01-05 01:00:00,0.62362,0.62441,0.62332,0.62386,2941,,,,,,,,,,,,,,5095.0,0.6238633333333333,0.6244066666666667,0.6249533333333334,0.6260433333333334,0.6233166666666666,0.6227733333333333,0.6216833333333333
2024-01-05 02:00:00,0.62384,0.62438,0.62342,0.62346,1730,,,,,,,,,,,,,,3365.0,0.6237533333333333,0.6240866666666666,0.6247133333333333,0.6256733333333334,0.6231266666666665,0.6227933333333332,0.6218333333333331
2024-01-05 03:00:00,0.62348,0.62359,0.62255,0.62297,1713,,,,,,,,,,,,,,1652.0,0.6230366666666667,0.6235233333333333,0.6240766666666666,0.6251166666666665,0.6224833333333334,0.6219966666666668,0.6209566666666668
2024-01-05 04:00:00,0.623,0.62348,0.62271,0.62284,2389,,,,,,,,,,,,,,-737.0,0.62301,0.6233099999999999,0.62378,0.62455,0.6225399999999999,0.6222399999999999,0.6214699999999999
2024-01-05 05:00:00,0.62282,0.62319,0.62238,0.62308,2129,,,,,,,,,,,,,,1392.0,0.6228833333333333,0.6233866666666666,0.6236933333333333,0.6245033333333333,0.6225766666666667,0.6220733333333334,0.6212633333333334
2024-01-05 06:00:00,0.62308,0.62312,0.62184,0.62214,2519,,,,,,,,,,,,,,-1127.0,0.6223666666666666,0.6228933333333333,0.6236466666666667,0.6249266666666667,0.6216133333333332,0.6210866666666666,0.6198066666666665
2024-01-05 07:00:00,0.62212,0.62352,0.62208,0.62248,3441,,,,,,,,,,,,,,2314.0,0.6226933333333333,0.6233066666666667,0.6241333333333333,0.6255733333333333,0.6218666666666667,0.6212533333333333,0.6198133333333333
2024-01-05 08:00:00,0.62246,0.62318,0.62196,0.62229,3530,,,,,,,,,,,,,,-1216.0,0.6224766666666667,0.6229933333333334,0.6236966666666667,0.6249166666666667,0.6217733333333334,0.6212566666666667,0.6200366666666667
2024-01-05 09:00:00,0.6223,0.62322,0.6218,0.62186,3229,,,,,,,,,,,,,,-4445.0,0.6222933333333334,0.6227866666666667,0.6237133333333333,0.6251333333333333,0.6213666666666667,0.6208733333333334,0.6194533333333334
2024-01-05 10:00:00,0.62186,0.6222,0.62088,0.62132,2779,,,,,,,,,,,,,,-7224.0,0.6214666666666666,0.6220533333333332,0.6227866666666666,0.6241066666666666,0.6207333333333332,0.6201466666666666,0.6188266666666666
2024-01-05 11:00:00,0.6213,0.62192,0.62112,0.62152,2110,,,,,,,,,,,,,,-5114.0,0.62152,0.6219199999999999,0.62232,0.62312,0.6211199999999999,0.6207199999999999,0.6199199999999999
2024-01-05 12:00:00,0.62152,0.62208,0.62141,0.62183,2079,,,,,,,,,,,,,,-3035.0,0.6217733333333334,0.6221366666666668,0.6224433333333333,0.6231133333333333,0.6214666666666668,0.6211033333333335,0.6204333333333335
2024-01-05 13:00:00,0.62184,0.62214,0.6181,0.62165,11053,,,,,,,,,,,,,,-14088.0,0.62063,0.62316,0.6246700000000001,0.6287100000000001,0.61912,0.61659,0.6125499999999999
2024-01-05 14:00:00,0.62171,0.62368,0.62136,0.62326,9846,,,,,,,,,,,,,,-4242.0,0.6227666666666667,0.6241733333333334,0.6250866666666667,0.6274066666666667,0.6218533333333334,0.6204466666666667,0.6181266666666667
2024-01-05 15:00:00,0.62413,0.62779,0.62413,0.62684,12232,,,,,,,,,,,,,,7990.0,0.6262533333333332,0.6283766666666665,0.6299133333333332,0.6335733333333332,0.6247166666666665,0.6225933333333332,0.6189333333333332
2024-01-05 16:00:00,0.62685,0.62717,0.62509,0.62526,5856,,,,,,,,,,,,,,2134.0,0.6258400000000001,0.6265900000000001,0.62792,0.63,0.6245100000000001,0.6237600000000001,0.6216800000000001
2024-01-05 17:00:00,0.62526,0.62526,0.62403,0.62464,5273,,,,,,,,,,,,,,-3139.0,0.6246433333333333,0.6252566666666667,0.6258733333333334,0.6271033333333335,0.6240266666666666,0.6234133333333333,0.6221833333333332
