time,Open,High,Low,Close,Volume,ema_20,ema_50,ema_200,rsi,BBL_20_2.0,BBM_20_2.0,BBU_20_2.0,BBB_20_2.0,BBP_20_2.0,atr,obv,PP,R1,R2,R3,S1,S2,S3
2023-12-29 22:00:00,1.46244,1.46452,1.45496,1.46182,472337,,,,,,,,,,,472337.0,1.4604333333333333,1.4659066666666665,1.4699933333333333,1.4795533333333333,1.4563466666666665,1.4508733333333332,1.4413133333333332
2024-01-05 22:00:00,1.4618,1.47202,1.46052,1.46828,523968,,,,,,,,,,,996305.0,1.4669400000000001,1.4733600000000002,1.4784400000000002,1.4899400000000003,1.4618600000000002,1.45544,1.44394
2024-01-12 22:00:00,1.46776,1.4727,1.46309,1.46338,580227,,,,,,,,,,,416078.0,1.4663899999999999,1.4696899999999997,1.4759999999999998,1.4856099999999997,1.4600799999999998,1.45678,1.44717
2024-01-19 22:00:00,1.4637,1.47358,1.45711,1.46012,500347,,,,,,,,,,,-84269.0,1.4636033333333334,1.4700966666666668,1.4800733333333334,1.4965433333333333,1.4536266666666668,1.4471333333333334,1.4306633333333334
2024-01-26 22:00:00,1.45918,1.4602,1.44991,1.45267,536928,,,,,,,,,,,-621197.0,1.4542599999999999,1.4586099999999997,1.4645499999999998,1.4748399999999997,1.4483199999999998,1.44397,1.43368
2024-02-02 22:00:00,1.45228,1.45486,1.4462,1.45176,512867,,,,,,,,,,,-1134064.0,1.4509400000000001,1.4556800000000003,1.4596000000000002,1.4682600000000003,1.4470200000000002,1.44228,1.43362
2024-02-09 22:00:00,1.45208,1.45624,1.44666,1.45328,493524,,,,,,,,,,,-640540.0,1.4520600000000001,1.4574600000000002,1.46164,1.47122,1.4478800000000003,1.4424800000000002,1.4329000000000003
2024-02-16 22:00:00,1.45274,1.4648,1.45098,1.46182,508031,,,,,,,,,,,-132509.0,1.4591999999999998,1.4674199999999997,1.47302,1.4868400000000002,1.4535999999999996,1.4453799999999997,1.4315599999999995
2024-02-23 22:00:00,1.46172,1.47481,1.46021,1.46988,550463,,,,,,,,,,,417954.0,1.4683,1.4763899999999999,1.4828999999999999,1.4974999999999998,1.46179,1.4537,1.4391
2024-03-01 22:00:00,1.4691,1.47802,1.4658,1.4753,565022,,,,,,,,,,,982976.0,1.47304,1.4802799999999998,1.4852599999999998,1.4974799999999997,1.46806,1.46082,1.4486
