time,Open,High,Low,Close,Volume,ema_20,ema_50,ema_200,rsi,BBL_20_2.0,BBM_20_2.0,BBU_20_2.0,BBB_20_2.0,BBP_20_2.0,atr,obv,PP,R1,R2,R3,S1,S2,S3
2023-12-29 22:00:00,0.632,0.6329,0.6181,0.62444,299151,,,,,,,,,,,299151.0,0.6251466666666666,0.6321933333333333,0.6399466666666667,0.6547466666666667,0.6173933333333332,0.6103466666666666,0.5955466666666666
2024-01-05 22:00:00,0.6241,0.6278,0.61956,0.62404,326933,,,,,,,,,,,-27782.0,0.6238,0.62804,0.63204,0.6402800000000001,0.6198,0.61556,0.60732
2024-01-12 22:00:00,0.62388,0.62421,0.60884,0.61156,326480,,,,,,,,,,,-354262.0,0.6148699999999999,0.6208999999999998,0.6302399999999999,0.6456099999999999,0.6055299999999998,0.5994999999999999,0.5841299999999999
2024-01-19 22:00:00,0.61157,0.6149,0.6062,0.60918,312309,,,,,,,,,,,-666571.0,0.6100933333333333,0.6139866666666666,0.6187933333333333,0.6274933333333333,0.6052866666666665,0.6013933333333332,0.5926933333333332
2024-01-26 22:00:00,0.60938,0.61738,0.60589,0.60644,330796,,,,,,,,,,,-997367.0,0.6099033333333334,0.6139166666666667,0.6213933333333334,0.6328833333333334,0.6024266666666667,0.5984133333333334,0.5869233333333334
2024-02-02 22:00:00,0.607,0.61586,0.60384,0.61492,265780,,,,,,,,,,,-731587.0,0.6115400000000001,0.6192400000000001,0.62356,0.6355799999999999,0.6072200000000002,0.5995200000000002,0.5875000000000002
2024-02-09 22:00:00,0.61468,0.6152,0.60498,0.61248,254874,,,,,,,,,,,-986461.0,0.6108866666666667,0.6167933333333334,0.6211066666666667,0.6313266666666667,0.6065733333333334,0.6006666666666667,0.5904466666666667
2024-02-16 22:00:00,0.61257,0.62181,0.61226,0.61973,243781,,,,,,,,,,,-742680.0,0.6179333333333333,0.6236066666666666,0.6274833333333333,0.6370333333333332,0.6140566666666667,0.6083833333333334,0.5988333333333334
2024-02-23 22:00:00,0.6199,0.6199,0.6077,0.61069,267457,,,,,,,,,,,-1010137.0,0.6127633333333333,0.6178266666666666,0.6249633333333333,0.6371633333333333,0.6056266666666666,0.6005633333333333,0.5883633333333333
2024-03-01 22:00:00,0.611,0.6217,0.60689,0.6176,292451,,,,,,,,,,,-717686.0,0.6153966666666667,0.6239033333333334,0.6302066666666667,0.6450166666666667,0.6090933333333334,0.6005866666666667,0.5857766666666667
